Date,AAPL,AMZN,JNJ,JPM,MSFT,NVDA,TSLA
2021-02-17,-0.01780151503029601,0.012068471325383062,0.0035678268829395293,0.003106578618758686,0.004350219132844171,-0.02806432076087845,0.002420934399335105
2021-02-18,-0.008673842950160769,0.005903355134450001,0.00048283595570443294,0.0033710836259843962,-0.001680298746003329,-0.005179033850350303,-0.01358555824881115
2021-02-19,0.0012323884550961592,-0.023816428691007405,-0.016792812610463476,0.016552716145382985,-0.011634858012577918,0.006553404544932222,-0.007751801260508434
2021-02-22,-0.03025198897331502,-0.02151030634661799,-0.0006175581993339995,0.009347071672931872,-0.027174160461841287,-0.03898750384590572,-0.08937612559287707
2021-02-23,-0.0011114864068484313,0.004316729031036398,-0.008873353223243056,0.00799947482594275,-0.005301701538509811,-0.01500156093648311,-0.022161184525391956
2021-02-24,-0.004060514654061863,-0.011007327640787778,0.013311476808685996,0.01744213589524154,0.005472243975831226,0.024930532799193637,0.059954347975619854
2021-02-25,-0.035401857242555825,-0.03293690001850802,0.001045330910586848,-0.013664471567584702,-0.023990485108514623,-0.08575171404178482,-0.08402401628244044
2021-02-26,0.002228963500075459,0.011632467716052848,-0.02677449208479291,-0.02688301460465727,0.014695828368340057,0.030125695292257317,-0.009898985904473094
2021-03-01,0.05245141824602731,0.017057488725899683,0.005412336105818159,0.022374651428148744,0.019433027380508932,0.009235920482676026,0.061615106636751404
2021-03-02,-0.02111522152809722,-0.016540301818484742,-0.001884573796152881,-0.003261328403117913,-0.01304169071249013,-0.03196849342659332,-0.04554943930628858
2021-03-03,-0.024760331174843348,-0.029358478249911932,-0.01776481930498817,0.019147903016974735,-0.027351574253087384,-0.04590476712174928,-0.049635467535242055
2021-03-04,-0.015938193781227645,-0.009170074897274566,-0.02037010730634217,-0.015487610625711851,-0.0036540397901161964,-0.034521906215512856,-0.0498440101928223
2021-03-05,0.010680991062457507,0.007658083796422065,0.019601613498401522,0.0023217882420925556,0.021252046929703432,0.007349477463427298,-0.038532236280416896
2021-03-08,-0.04256673885150674,-0.016299583149453855,0.008293651234912823,0.013165822383619519,-0.01834527451172671,-0.07222078502317955,-0.06022747806878108
2021-03-09,0.039845133341346185,0.036879873274693574,0.0019037302098474055,-0.007088065053697068,0.027714049049017645,0.07726957356464899,0.17932714140524914
2021-03-10,-0.009208908727028555,-0.0017024656850275469,0.009152811403475911,0.02150210409306945,-0.005834506882740818,-0.0041620876949502675,-0.008228833280182578
2021-03-11,0.016367877910496976,0.018133028189585527,-6.29314974384e-05,-0.005235069066269123,0.020062522436064913,0.04126377647254167,0.046130766690605556
2021-03-12,-0.007654668062863972,-0.0077703841773409145,0.0028862675985696857,0.011788676367193269,-0.00583663637459819,-0.010638493029248757,-0.008425900400429927
2021-03-15,0.024162591764110616,-0.002531144890792291,0.00512496032092971,-0.005007943197339631,-0.003995280144034195,0.025743008319262774,0.02027649657712319
2021-03-16,0.01266249212458329,0.0032979661178309406,0.005904574466343549,-0.012043465348276966,0.012274781968393609,0.0075522194259842485,-0.04486533694757759
2021-03-17,-0.006471450396145561,0.014089129048404545,-0.003725015024531003,0.01023964157982933,-0.0028227016148510164,0.0037547566777769836,0.03616869761350537
2021-03-18,-0.03449334793607622,-0.03496292546552067,-0.0018677783292349339,0.016372054340927134,-0.02702386426914331,-0.04748879470571333,-0.07184055905976212
2021-03-19,-0.004490193140422467,0.015392830040768038,-0.0026833856843476245,-0.016049560625056098,-0.001605044209714633,0.009641233665041936,0.002614584056873359
2021-03-22,0.027941724628415567,0.011610547696605156,0.0028701681210901767,-0.027246659594251158,0.024189684140249842,0.026161617618305412,0.02284097771296026
2021-03-23,-0.0069126261679844534,0.008523856571831514,-0.0009348062695655898,-0.010052428423457637,0.006714811381600617,-0.008797813636795939,-0.011770465503008509
2021-03-24,-0.0201961311266759,-0.016203881085462144,0.00968136770796244,0.007731218946401664,-0.008963431054664281,-0.03327313548262176,-0.049358942535190804
2021-03-25,0.0041549155231319895,-0.013307791454017294,0.00037053233334702037,0.012732006909361118,-0.01333921942479317,-0.008559246678970497,0.015929083234572167
2021-03-26,0.005128449445676444,0.0018923206745425616,0.018110111331532223,0.016513368446075073,0.01766188949886113,0.0239623700100762,-0.03444071328935919
2021-03-29,0.001483702312833959,0.007735312514846097,0.006707658794026072,-0.01566128559705067,-0.005257216851371338,0.008453861519683643,-0.012065159218404021
2021-03-30,-0.012350396901205396,-0.006667777807782873,-0.006222831053061095,0.011720416737436878,-0.014515787569430047,-0.005925750617950535,0.03902942452340498
2021-03-31,0.018591801374853417,0.012616087083554913,-0.004007514321640078,-0.014672025824000139,0.01676603625034058,0.03635035427815878,0.049582426993429185
2021-04-01,0.00693455639134554,0.021397878158709596,-0.00929174382568616,0.009675077019623581,0.027526320695535744,0.0341342955617087,-0.009295525767170772
2021-04-05,0.023303566810526852,0.020580800847156144,0.0036782969907739626,0.005286515998773592,0.027351119258433174,0.012644540920292715,0.043324388497766333
2021-04-06,0.002459201736044502,-0.0009022971624071701,-0.0002449419499827397,-0.0070550673599065515,-0.004869822708624262,-0.009048822096988597,0.0008244361718844317
2021-04-07,0.013301437132832683,0.01709045911872312,0.0013453705654302476,0.015546564186659827,0.008196598686629206,0.020139804800880883,-0.03031223705748461
2021-04-08,0.01905130800308039,0.006052887214350471,-0.0039190665949672115,0.001225608546312437,0.013316372561361258,0.012192462787242226,0.018941076007001657
2021-04-09,0.020049228043261702,0.021855051421528913,-0.010610489995008254,0.0074503613755623225,0.01021412927822908,0.0057805842178957545,-0.009964638245883606
2021-04-12,-0.013321608375185753,0.002129852126864464,0.002415683307209077,-0.0021135646532562226,0.0002343761781855296,0.054659083507595164,0.03620406408291566
2021-04-13,0.02401604664086821,0.006080225513606812,-0.013453034949875535,-0.01199882296744863,0.010031286469434585,0.030466813424847264,0.0824615371588127
2021-04-14,-0.01801429955549755,-0.019902668921269934,0.0027550959938602475,-0.018867287618434623,-0.011282424601805017,-0.02600572626297084,-0.04027179907894106
2021-04-15,0.018534738565170635,0.013733669660684043,0.0029348727947464703,0.006328768856656632,0.015182025574099462,0.05478181426671927,0.009000306677510112
2021-04-16,-0.0025309882132274262,0.006004280530908502,0.011468177625956864,0.00739852470425436,0.004767207598863583,-0.014025139809048919,0.001257911412789418
2021-04-19,0.005056051427954815,-0.008101740463144907,0.002769852420994457,-0.00424904074923242,-0.007700262075472224,-0.03522452433729358,-0.034587909254449344
2021-04-20,-0.012913508320303692,-0.011129268476364956,0.02302876783241555,-0.022390972445021275,-0.0018568039953460462,-0.012478382985186876,0.006082481415169929
2021-04-21,0.002925578634672761,0.008162267510845943,0.000660373412042641,0.008471753189227299,0.008942976447575062,0.012397164043802242,0.03435484924604316
2021-04-22,-0.0117536656459654,-0.015883879438343667,-0.008500008530095722,-0.021282295415353533,-0.013172408197495418,-0.033782728956823174,-0.03338171795091616
2021-04-23,0.017877896023662368,0.009576191314045886,0.0020563118094674825,0.018954559116444395,0.015357650519242176,0.027562212514231608,0.01340170287553056
2021-04-26,0.0029732215544772686,0.020184691912166108,-0.008494273365890028,0.0024609197133771254,0.0015304729031089856,0.013840800470884805,0.011992516455123831
2021-04-27,-0.0024524732322846413,0.0024698649221989518,-0.005743545240071388,0.004572268719859337,0.0016045068302878913,-0.0062379100623345595,-0.046385859854230806
2021-04-28,-0.006045618761739788,0.011946146532530181,-0.007381291087589187,0.006458483258028919,-0.02869333010812678,-0.006849701095902316,-0.014780794025162398
2021-04-29,-0.0007488746259579413,0.003697092085053035,0.013612482181229263,0.01925754157667494,-0.008085842680895048,0.003137177154531223,-0.02537683713134589
2021-04-30,-0.015248890360624458,-0.0011212645540177846,-0.00899303607949838,-0.008932136388148966,-0.0013076930816646232,-0.020785939078998047,0.04680461290993818
2021-05-03,0.008181707322088044,-0.02361686640013657,0.01512523195725358,-0.0029297856526248685,-0.0012696554164774512,-0.01157606778170649,-0.035203052789871056
2021-05-04,-0.036026783878179605,-0.022280927908247625,0.015376505181053482,0.013728825542919196,-0.016291765321146005,-0.03327021682000892,-0.016636360929421768
2021-05-05,0.0019535752966370456,-0.012557955081461925,-0.004181107531329626,0.01303539333582072,-0.005341293089525038,0.007445489981902399,-0.003956776807325929
2021-05-06,0.01272128566481643,0.010895826077640012,0.0040022112956179445,0.019924725353652972,0.013140095726281706,0.004451204108264379,-0.011090612633393284
2021-05-07,0.005313013429456848,-0.004474051509126132,0.004520819715808474,0.003416899124499431,0.010872371451705354,0.019720976063683882,0.013219694470214068
2021-05-10,-0.026143179759916407,-0.031202294199865952,0.010449377918904983,-0.0001242544003067671,-0.021135917714813466,-0.03759297737453747,-0.0666139869184463
2021-05-11,-0.0074378229529141054,0.010420336143649124,-0.00819723019529844,-0.016762627827758725,-0.003850900989385853,0.0028348211289353892,-0.019001672485714622
2021-05-12,-0.025254714731320828,-0.022576744303825176,-0.004034372362521438,-0.006899263413835402,-0.029802617806536178,-0.0390395862555456,-0.04525703659502094
2021-05-13,0.017761093181109914,0.0030189822880309276,0.01040930368073806,0.025397169610536403,0.016721421289183597,-0.006800759022702423,-0.03133918628539079
2021-05-14,0.019650275059517074,0.019244482527551766,0.0015286704676764139,0.015422347988270276,0.020848596383263952,0.04140934937086912,0.031084853734470938
2021-05-17,-0.009301668433761437,0.01462764646007257,0.000998190183393485,0.004016200151340146,-0.012040779015225395,-0.005456146485745201,-0.02213414578006038
2021-05-18,-0.01130932041991855,-0.011721487581113643,0.00035188973404566256,-0.014189059904555386,-0.008602002184320418,-0.010627601343465722,0.0018013224952045325
2021-05-19,-0.001282368241566909,-0.00014852585753418506,-0.002172903971874607,-0.007667105427930179,0.002471041372547919,0.0035611473099073894,-0.025252562795766022
2021-05-20,0.020794360360815747,0.004901676923524499,0.005803840872643034,-0.0017394823383941017,0.013725496725054553,0.0381345901723369,0.040553601408475165
2021-05-21,-0.01487733891521908,-0.013828021471269424,-0.0006429717185697105,0.011314293552123891,-0.005328946012106091,0.02562252044183438,-0.010105809239520404
2021-05-24,0.013226452826716159,0.0129993563234214,0.0038183398831844943,0.005395439913732641,0.022624311032557357,0.04053990951413476,0.04306162202970284
2021-05-25,-0.0015747370049706668,0.004323491452926749,-0.0027598181718941905,-0.01038752243892784,0.0037412168881598073,0.0022872035534836654,-0.002889839951081735
2021-05-26,-0.00039421072848727504,0.0018730010825371592,-0.005955520347807626,-0.00012389249808454506,-0.0009140559998505977,0.0033336178102996413,0.023599290742317446
2021-05-27,-0.012454103334218251,-0.010792589148289969,-0.0015394039794054256,0.015451932901107078,-0.008706061274216383,-0.013595105876295957,0.018752900206065452
2021-05-28,-0.00536219315158098,-0.002181807353604432,0.002603119220095901,-0.0006691297432374602,0.001482890175645356,0.047688899810287504,-0.008964584890580655
2021-06-01,-0.002651930659342727,-0.0013723560569097765,-0.02222439487440056,0.010960140050520378,-0.009173543343430594,0.0012300800973591751,-0.002113500469111133
2021-06-02,0.00625668150821215,0.004754641593085972,0.0040391456381086354,5.9751446448779724e-05,-0.0004044468732258382,0.03109878503996398,-0.030563287475861584
2021-06-03,-0.012228681867831898,-0.014633490299348802,-0.0009629326091606541,0.0006623172291475031,-0.006450203498590985,0.011348813013577898,-0.05482031154624073
2021-06-04,0.01884352396524256,0.0060095641643640885,-0.00042179062409598107,0.0016238115588397438,0.020464031523142856,0.03523028405545441,0.04473860632554938
2021-06-07,7.96918936655332e-05,-0.0025639767739557943,-0.006831861822185763,-0.004697484530538465,0.0119700942299276,0.0023153949270681155,0.01009827208586457
2021-06-08,0.006649459777699122,0.02045844509486988,-0.008835092192899617,-0.003992151039690484,-0.004897597637917032,-0.0092367449753972,-0.0025481655598922595
2021-06-09,0.003072419527854581,0.005206770515708458,0.013374918233298881,-0.012563283785177381,0.004030334938993804,-0.005444046324264397,-0.008000903407653626
2021-06-10,-0.008055457595090573,0.020661910893956897,0.008957677074468894,-0.015711472032955667,0.014290655563615785,0.003838044657640544,0.018761400839628444
2021-06-11,0.009784554859954461,-0.0008421810689315857,-0.012769723469454153,-0.0006859356659351566,0.0025237221797783436,0.022710356631258543,-0.00037708912038201647
2021-06-14,0.024280898990057063,0.011006334685231454,0.0024828279875292306,-0.017114954034116517,0.007725354903956289,0.010796638991063843,0.012708130416930218
2021-06-15,-0.006458667800247777,-0.00021872359760794925,-0.005335985421596478,-0.015284198413534806,-0.005904601180897593,-0.012860922780261064,-0.03012429716067012
2021-06-16,0.003926132774060222,0.009449397061352359,-0.0003649161522861618,0.00699972477183524,-0.003800290844345847,0.0012218656045140399,0.009151155788618984
2021-06-17,0.012522006628994392,0.02143330072900694,0.004793167360172827,-0.029284899014899383,0.013583587946705158,0.046460893311955354,0.0192069740346885
2021-06-18,-0.010143086732598817,-0.000670883305820527,-0.019804923422435523,-0.025628829095224036,-0.005650158615254173,-0.0009917883308665706,0.010823457790849946
2021-06-21,0.0140055891768965,-0.009491708765252797,0.011417275040387014,0.016825909786112758,0.012259323399836812,-0.011412459444950713,-0.003986737073227453
2021-06-22,0.012618518804232872,0.014794678093753032,-0.0013436379764985521,-0.0014631341682528815,0.010906285029602635,0.024629995617391664,0.004628256702323365
2021-06-23,-0.0020921380009602314,-0.00046229652298874693,-0.006068973041372797,0.0060399172743381396,-0.0009046310392647108,0.00898712701499063,0.0513438209840323
2021-06-24,-0.0021713139682051526,-0.015746270765313524,0.004539815568450056,0.00915580920897069,0.005338809727810592,0.007748964817765011,0.03479874196476401
2021-06-25,-0.0022513495977269423,-0.013902758645549816,0.005128674295986315,0.010047159742891701,-0.006281648872791365,-0.009127357993635439,-0.011763228305736263
2021-06-28,0.012468067435976287,0.012396928694551673,-0.0011578029119904082,0.0018160820261886156,0.013864613508756446,0.04891298943772867,0.024769941961746585
2021-06-29,0.011434562322949315,0.0012332733462509843,6.089239769831016e-05,-0.0012321093320022867,0.00992401429568474,0.0020867746820747227,-0.011624991064810086
2021-06-30,0.004610458214996903,-0.0023169853895690052,0.004319287767649025,0.009041795249726307,-0.001843800365919623,-0.0012116509838169599,-0.0015582931945794674
2021-07-01,0.002260938370454087,-0.002092189192267082,0.007378409399061512,0.009852285585367548,0.002580276426715271,0.010419387757854953,-0.0026222581937176714
2021-07-02,0.01940697511497295,0.02246941064938596,0.018033483709434552,-0.0009609928621224899,0.02203097052118658,0.013513630936082117,0.001444593124038416
2021-07-06,0.01461124497203983,0.04585930904650017,-0.005995023869670203,-0.016934283841060705,3.6258339992172664e-05,0.010270838178928328,-0.02887058319813403
2021-07-07,0.017795761668134267,0.0056535525885647525,0.008536469750301558,0.001172784289529766,0.008142185592940073,-0.01591220707458274,-0.022895747206025715
2021-07-08,-0.009242442396630695,0.009378115281815287,-0.0019500383922268646,-0.01740452748347426,-0.009006928848266729,-0.023291191473068924,0.012578594031283601
2021-07-09,0.012970838115429326,-0.0032399471675578434,0.003955019659395059,0.031498364474681205,0.001872723133211821,0.00738371826312196,0.006321812249023811
2021-07-12,-0.004212727655349014,-0.00021237069203424127,-0.001591856227719587,0.014214316634783144,-0.002233053862963205,0.02279299207172034,0.042832279170544864
2021-07-13,0.00785844237294168,-0.011138754050319846,-0.0012398874880549722,-0.014985149197375845,0.013111094549061205,-0.012879898779155904,-0.02534398967789309
2021-07-14,0.023814571412309065,0.0011740849089997769,0.006770775092247915,-0.0034106422887285734,0.005430377087338826,-0.020378830268275007,-0.022937323111711275
2021-07-15,-0.004502459930403677,-0.013806009042966375,-0.012101927670292828,0.002189381589500589,-0.005252485917397454,-0.04511470800252478,-0.004263873629526309
2021-07-16,-0.01417565778075144,-0.015981254351190344,-0.001604810707471631,-0.023100163308414506,-0.0009967788101634813,-0.043384770134507,-0.009854715165981515
2021-07-19,-0.027283738231401036,-0.006749758546577603,-0.00728392761252399,-0.03305990156308084,-0.01341100657589587,0.0335031043589307,0.003099673103658058
2021-07-20,0.02564268493755313,0.006626609097477396,0.009363812361988699,0.018471731586472025,0.00830471352616712,-0.0089729277997803,0.021857165705963834
2021-07-21,-0.005144803991652849,0.0033554749445127334,0.006154794267994408,0.020822305841609583,0.007418866411605399,0.041981646764104714,-0.007919294852611359
2021-07-22,0.009582735432292015,0.014628121323518116,0.002886936706723952,-0.012706285048674375,0.01670414322226315,0.009435419360309229,-0.00924460786068585
2021-07-23,0.011917720889668018,0.005102345801164657,0.01059218519144864,-0.0019231226224717829,0.012261198267696895,-0.001839060011216323,-0.009097683584931696
2021-07-26,0.0028902425671507026,0.011739458318775493,0.00046531519878353716,0.006682341508774392,-0.00214274992263622,-0.01359032427660292,0.02189168871378688
2021-07-27,-0.015012535166415658,-0.02004647134574264,0.004586152883505764,-0.0013199861464648938,-0.008721392107120703,-0.004467491563529694,-0.019718078031379663
2021-07-28,-0.012270939799332876,0.0010831503488784933,-0.0027840521265476356,0.0016492590153571417,-0.0011177321429055118,0.01524165644638956,0.0034062276545409947
2021-07-29,0.004542179660984589,-0.00840919910387896,0.0,0.00853322173006527,0.0009777386164106167,0.008119560888892114,0.04587275846182953
2021-07-30,0.0015093437082005759,-0.07866330887549154,0.00011621169264114923,-0.008005888366527755,-0.005565202154790547,-0.00832473030607656,0.014437208664382839
2021-08-02,-0.002333866644876435,0.0011683541547145397,0.000406332110027377,-0.004027051871229742,-0.0003157319030082566,0.012790441515331012,0.032174725947111446
2021-08-03,0.012565044248458834,0.010379692962522098,0.012231359071483632,0.011313569561984625,0.00804284575263951,0.0032854769183383705,9.862134908680057e-05
2021-08-04,-0.002786235326180354,-0.003428109147843768,-0.005924123432483878,-0.010850293838724925,-0.002126773355859553,0.02290022399222827,0.001661168327351945
2021-08-05,0.000748441911404297,0.006320347457217287,0.0019020407495085182,0.012549455797886546,0.010450825673408064,0.017746224231580374,0.005205072568156722
2021-08-06,-0.00477836466771174,-0.009239891315900388,-0.003345122456134159,0.028007924696196524,-0.00020734382141579204,-0.01321883236255597,-0.02197113034608947
